DEPTH,DENSITY,DENPOR,GAMMA,NEUTRON,INDEX
m,g/m3,%,API,API,Rock types
4299,0.001,0.001,151.48,788.61,Tuff
4299.5,0.001,0.001,152.98,791.91,Tuff
4300,0.001,0.001,152.19,784.87,Tuff
4300.5,0.001,0.001,149.04,769.47,Tuff
4301,0.001,0.001,144.79,747.03,Tuff
4301.5,0.001,0.001,141.44,720.54,Tuff
4302,0.001,0.001,139.37,691.42,Tuff
4302.5,0.001,0.001,137.2,657.14,Tuff
4303,0.001,0.001,133.37,616.04,Tuff
4303.5,0.001,0.001,128.85,573.69,Tuff
4304,0.001,0.001,125.38,541.58,Tuff
4304.5,0.001,0.001,123.64,527.93,Tuff
4305,0.001,0.001,122.55,530.62,Tuff
4305.5,0.001,0.001,121.53,537.07,Tuff
4306,0.001,0.001,121.83,537.48,Tuff
4306.5,0.001,0.001,124.09,531.6,Tuff
4307,0.001,0.001,126.45,526.78,Tuff
4307.5,0.001,0.001,126.34,528.83,Tuff
4308,0.001,0.001,122.96,538.73,Tuff
4308.5,0.001,0.001,118.72,553.9,Tuff
4309,0.001,0.001,115.18,568.83,Tuff
4309.5,0.001,0.001,114.01,576.62,Tuff
4310,0.001,0.001,114.7,573.95,Tuff
4310.5,0.001,0.001,117.12,565.81,Tuff
4311,0.001,0.001,120.14,560.05,Tuff
4311.5,0.001,0.001,123.46,561.3,Tuff
4312,0.001,0.001,126.29,566.36,Tuff
4312.5,0.001,0.001,127.67,571.03,Tuff
4313,0.001,0.001,127.69,572.75,Tuff
4313.5,0.001,0.001,127.41,571.69,Tuff
4314,0.001,0.001,128.48,570.44,Tuff
4314.5,0.001,0.001,130.68,571.55,Tuff
4315,0.001,0.001,133.52,575.05,Tuff
4315.5,0.001,0.001,135.42,578.37,Tuff
4316,0.001,0.001,136.28,579.9,Tuff
4316.5,0.001,0.001,135.78,578.91,Tuff
4317,0.001,0.001,134.56,574.75,Tuff
4317.5,0.001,0.001,132.44,566.42,Tuff
4318,0.001,0.001,129.85,557.82,Tuff
4318.5,0.001,0.001,127.26,553.18,Tuff
4319,0.001,0.001,124.85,552.56,Tuff
4319.5,0.001,0.001,122.63,550.3,Tuff
4320,0.001,0.001,120.74,543.5,Tuff
4320.5,0.001,0.001,119.34,537.19,Tuff
4321,0.001,0.001,118.54,535.64,Tuff
4321.5,0.001,0.001,117.95,537.95,Tuff
4322,0.001,0.001,118.01,539.52,Tuff
4322.5,0.001,0.001,118.82,541.15,Tuff
4323,0.001,0.001,120.4,543.38,Tuff
4323.5,0.001,0.001,122.38,543.62,Tuff
4324,0.001,0.001,124.42,538.88,Tuff
4324.5,0.001,0.001,126.17,531.88,Tuff
4325,0.001,0.001,127.42,527.78,Tuff
4325.5,0.001,0.001,127.88,528.94,Tuff
4326,0.001,0.001,128.15,533.17,Tuff
4326.5,0.001,0.001,128.5,537.75,Tuff
4327,0.001,0.001,129.14,542.97,Tuff
4327.5,0.001,0.001,128.7,552.23,Tuff
4328,0.001,0.001,127.22,567.34,Tuff
4328.5,0.001,0.001,125.21,582.78,Tuff
4329,0.001,0.001,123.52,591.88,Tuff
4329.5,0.001,0.001,121.66,592.67,Tuff
4330,0.001,0.001,119.97,588.79,Tuff
4330.5,0.001,0.001,120.67,582.92,Tuff
4331,0.001,0.001,123.84,577.87,Tuff
4331.5,0.001,0.001,128.6,581.32,Tuff
4332,0.001,0.001,132.73,597.07,Tuff
4332.5,0.001,0.001,136.74,619.94,Tuff
4333,0.001,0.001,139.52,637.08,Tuff
4333.5,0.001,0.001,141.43,644.87,Tuff
4334,0.001,0.001,142.95,650.43,Tuff
4334.5,0.001,0.001,146.17,665.13,Tuff
4335,0.001,0.001,150.57,693.57,Tuff
4335.5,0.001,0.001,155.13,729.9,Tuff
4336,0.001,0.001,159.57,762.46,Tuff
4336.5,0.001,0.001,163.2,783.8,Vitrophyre
4337,0.001,0.001,165.33,798.25,Vitrophyre
4337.5,0.001,0.001,165.52,815.85,Vitrophyre
4338,0.001,0.001,165.85,839.26,Vitrophyre
4338.5,0.001,0.001,168.07,859.89,Vitrophyre
4339,0.001,0.001,170.72,867.53,Vitrophyre
4339.5,0.001,0.001,171.56,860.93,Vitrophyre
4340,0.001,0.001,169.35,845.95,Vitrophyre
4340.5,0.001,0.001,165.98,829.12,Vitrophyre
4341,0.001,0.001,164.19,813.1,Vitrophyre
4341.5,0.001,0.001,164.58,800.23,Vitrophyre
4342,0.001,0.001,166,790.95,Vitrophyre
4342.5,0.001,0.001,166.3,788.08,Vitrophyre
4343,0.001,0.001,165.32,795.36,Vitrophyre
4343.5,0.001,0.001,164.19,812.97,Vitrophyre
4344,0.001,0.001,164.34,832.54,Vitrophyre
4344.5,0.001,0.001,166.34,842.09,Vitrophyre
4345,0.001,0.001,168.37,837.04,Vitrophyre
4345.5,0.001,0.001,168.94,822.6,Vitrophyre
4346,0.001,0.001,166.95,805.17,Vitrophyre
4346.5,0.001,0.001,165.05,793.18,Vitrophyre
4347,0.001,0.001,165.12,793.27,Vitrophyre
4347.5,0.001,0.001,167.44,808.64,Vitrophyre
4348,0.001,0.001,169.33,833.57,Vitrophyre
4348.5,0.001,0.001,169,856.67,Vitrophyre
4349,0.001,0.001,167.14,870.56,Vitrophyre
4349.5,0.001,0.001,165.29,872.45,Vitrophyre
4350,0.001,0.001,164.18,865.86,Vitrophyre
4350.5,0.001,0.001,163.09,856.25,Vitrophyre
4351,0.001,0.001,161.65,848.03,Vitrophyre
4351.5,0.001,0.001,158.95,838.32,Vitrophyre
4352,0.001,0.001,156.01,820.76,Vitrophyre
4352.5,0.001,0.001,153.16,792.39,Vitrophyre
4353,0.001,0.001,151.41,759.29,Vitrophyre
4353.5,0.001,0.001,149.59,729.51,Vitrophyre
4354,0.001,0.001,147.74,707.73,Vitrophyre
4354.5,0.001,0.001,146.63,692.98,Vitrophyre
4355,0.001,0.001,146.77,685.63,Vitrophyre
4355.5,0.001,0.001,147.98,684.38,Tuff
4356,0.001,0.001,148.37,686.62,Tuff
4356.5,0.001,0.001,148.67,684.22,Tuff
4357,0.001,0.001,149.05,671.45,Tuff
4357.5,0.001,0.001,149.91,652.39,Tuff
4358,0.001,0.001,149.62,638.31,Tuff
4358.5,0.001,0.001,147.89,640.99,Tuff
4359,0.001,0.001,145.73,660.42,Tuff
4359.5,0.001,0.001,145.43,688.32,Tuff
4360,0.001,0.001,148.43,716.09,Tuff
4360.5,0.001,0.001,154.58,742.11,Tuff
4361,0.001,0.001,161.44,765.72,Tuff
4361.5,0.001,0.001,165.18,778.69,Tuff
4362,0.001,0.001,163.78,766.31,Vitrophyre
4362.5,0.001,0.001,157.46,726.57,Tuff
4363,0.001,0.001,149.77,676.02,Tuff
4363.5,0.001,0.001,143.83,639.52,Tuff
4364,0.001,0.001,141.64,630.27,Tuff
4364.5,0.001,0.001,142.8,642.62,Tuff
4365,0.001,0.001,145.87,663.89,Tuff
4365.5,0.001,0.001,148.98,683.35,Tuff
4366,0.001,0.001,151.59,698.81,Tuff
4366.5,0.001,0.001,153.31,709.47,Tuff
4367,0.001,0.001,153.97,712.89,Tuff
4367.5,0.001,0.001,152.95,707.65,Tuff
4368,0.001,0.001,149.9,696.91,Tuff
4368.5,0.001,0.001,145.58,686.45,Tuff
4369,0.001,0.001,140.01,676.66,Tuff
4369.5,0.001,0.001,134.93,666.61,Tuff
4370,0.001,0.001,132.06,659.52,Tuff
4370.5,0.001,0.001,133.17,663.18,Tuff
4371,0.001,0.001,136.68,679.22,Tuff
4371.5,0.001,0.001,140.06,697.5,Tuff
4372,0.001,0.001,142.03,709.57,Tuff
4372.5,0.001,0.001,144.01,717.12,Tuff
4373,0.001,0.001,147.6,730.17,Tuff
4373.5,0.001,0.001,151.87,749.56,Tuff
4374,0.001,0.001,155.37,767.29,Tuff
4374.5,0.001,0.001,158.45,778.79,Tuff
4375,0.001,0.001,163.49,789.29,Tuff
4375.5,0.001,0.001,170.03,804.41,Tuff
4376,0.001,0.001,175.54,821.17,Tuff
4376.5,0.001,0.001,177.76,833.83,Tuff
4377,0.001,0.001,177.22,838.97,Tuff
4377.5,0.001,0.001,175.52,833.02,Tuff
4378,0.001,0.001,172.33,808.81,Tuff
4378.5,0.001,0.001,168.01,765.07,Tuff
4379,0.001,0.001,161.55,713.75,Tuff
4379.5,0.001,0.001,154.52,669.47,Tuff
4380,0.001,0.001,147.2,636.86,Tuff
4380.5,0.001,0.001,140.23,608.08,Tuff
4381,0.001,0.001,133.89,574.81,Tuff
4381.5,0.001,0.001,128.17,535.92,Tuff
4382,0.001,0.001,124.08,496.34,Tuff
4382.5,0.001,0.001,121,465.45,Tuff
4383,0.001,0.001,119.73,451.3,Tuff
4383.5,0.001,0.001,120.42,459.6,Tuff
4384,0.001,0.001,123.35,489.69,Tuff
4384.5,0.001,0.001,126.95,531.7,Tuff
4385,0.001,0.001,129.29,569.82,Tuff
4385.5,0.001,0.001,129.32,590.93,Tuff
4386,0.001,0.001,127.43,594.81,Tuff
4386.5,0.001,0.001,124.84,590.74,Tuff
4387,0.001,0.001,122.99,588.64,Tuff
4387.5,0.001,0.001,122.54,592.14,Tuff
4388,0.001,0.001,123.06,597.19,Tuff
4388.5,0.001,0.001,123.17,597.1,Tuff
4389,0.001,0.001,121.96,586.2,Tuff
4389.5,0.001,0.001,120.65,565.6,Tuff
4390,0.001,0.001,121.38,542.11,Tuff
4390.5,0.001,0.001,124.7,523.95,Tuff
4391,0.001,0.001,128.33,514.95,Tuff
4391.5,0.001,0.001,130.04,511.05,Tuff
4392,0.001,0.001,129.95,507.74,Tuff
4392.5,0.001,0.001,130,501.51,Tuff
4393,0.001,0.001,130.59,493.37,Tuff
4393.5,0.001,0.001,130.87,484.3,Tuff
4394,0.001,0.001,130.54,475.52,Tuff
4394.5,0.001,0.001,130.52,467.65,Tuff
4395,0.001,0.001,131.12,460.76,Tuff
4395.5,0.001,0.001,130.96,456.17,Tuff
4396,0.001,0.001,128.77,455.93,Tuff
4396.5,0.001,0.001,125.27,461.19,Tuff
4397,0.001,0.001,121.39,469.49,Tuff
4397.5,0.001,0.001,118.04,476.03,Tuff
4398,0.001,0.001,115.05,477.32,Tuff
4398.5,0.001,0.001,113.59,475.08,Tuff
4399,0.001,0.001,114.2,473.53,Tuff
4399.5,0.001,0.001,116.49,476.2,Tuff
4400,0.001,0.001,118.57,485.19,Tuff
4400.5,0.001,0.001,118.75,502.29,Tuff
4401,0.001,0.001,117.81,525.35,Tuff
4401.5,0.001,0.001,116.68,548.79,Tuff
4402,0.001,0.001,116.36,568.49,Tuff
4402.5,0.001,0.001,116.36,585.8,Tuff
4403,0.001,0.001,117.05,601.43,Tuff
4403.5,0.001,0.001,118.76,609.51,Tuff
4404,0.001,0.001,121.37,602.38,Tuff
4404.5,0.001,0.001,123.76,578.42,Tuff
4405,0.001,0.001,124.61,546.37,Tuff
4405.5,0.001,0.001,123.42,519.15,Tuff
4406,0.001,0.001,122.59,506.44,Tuff
4406.5,0.001,0.001,124.31,508.83,Tuff
4407,0.001,0.001,128.13,518.86,Tuff
4407.5,0.001,0.001,130,527.53,Tuff
4408,0.001,0.001,127.57,531.3,Tuff
4408.5,0.001,0.001,122.31,532.78,Tuff
4409,0.001,0.001,118.98,539.74,Tuff
4409.5,0.001,0.001,120.87,560.11,Tuff
4410,0.001,0.001,128.33,597.45,Tuff
4410.5,0.001,0.001,136.98,643.45,Tuff
4411,0.001,0.001,143.3,682.54,Tuff
4411.5,0.001,0.001,146.15,707.84,Tuff
4412,0.001,0.001,147.99,725.72,Tuff
4412.5,0.001,0.001,150.36,746.36,Tuff
4413,0.001,0.001,153.83,769.91,Tuff
4413.5,0.001,0.001,156.97,788.19,Tuff
4414,0.001,0.001,158.45,794.52,Tuff
4414.5,0.001,0.001,156.93,786.02,Tuff
4415,0.001,0.001,153.44,765.66,Tuff
4415.5,0.001,0.001,149.78,739.74,Tuff
4416,0.001,0.001,147.56,713.47,Tuff
4417.5,0.001,0.001,152.01,653.41,Tuff
4418,0.001,0.001,155.92,650.56,Tuff
4418.5,0.001,0.001,162.06,669.23,Tuff
4419,0.001,0.001,169.22,703.48,Tuff
4419.5,0.001,0.001,173.34,728.65,Tuff
4420,0.001,0.001,172.13,724.87,Tuff
4420.5,0.001,0.001,166.91,693.18,Tuff
4421,0.001,0.001,161.26,649.98,Tuff
4421.5,0.001,0.001,156.77,610.31,Tuff
4423,0.001,0.001,143.14,516.66,Tuff
4423.5,0.001,0.001,139.88,498.26,Tuff
4424,0.001,0.001,139.92,501.6,Tuff
4424.5,0.001,0.001,143.34,528.35,Tuff
4425,0.001,0.001,149.73,569.71,Tuff
4426.5,0.001,0.001,164.31,680.29,Tuff
4427,0.001,0.001,163.94,704.69,Tuff
4427.5,0.001,0.001,161.99,720.4,Tuff
4428,0.001,0.001,159.68,725.06,Tuff
4428.5,0.001,0.001,157.42,722.49,Tuff
4429,0.001,0.001,154.9,717.63,Tuff
4429.5,0.001,0.001,151.7,713.8,Tuff
4430,0.001,0.001,149.62,710.2,Tuff
4430.5,0.001,0.001,150.76,707.91,Tuff
4432,0.001,0.001,162.7,727.58,Tuff
4432.5,0.001,0.001,161.48,729.59,Tuff
4433,0.001,0.001,159.64,725.74,Tuff
4433.5,0.001,0.001,159.42,722.74,Tuff
4434,0.001,0.001,161.22,727.23,Tuff
4434.5,0.001,0.001,163.07,739.12,Tuff
4435,0.001,0.001,164.76,749.4,Tuff
4435.5,0.001,0.001,165.95,745.73,Tuff
4436,0.001,0.001,166.83,723.46,Tuff
4437.5,0.001,0.001,169.93,708.62,Tuff
4438,0.001,0.001,171.45,761.79,Tuff
4438.5,0.001,0.001,171.86,826.45,Tuff
4439,0.001,0.001,170.84,886.06,Tuff
4439.5,0.001,0.001,170.09,932.22,Tuff
4440,0.001,0.001,169.87,962.44,Tuff
4440.5,0.001,0.001,169.72,969.51,Tuff
4441,0.001,0.001,168.15,949.43,Tuff
4442.5,0.001,0.001,169.42,882.66,Tuff
4443,0.001,0.001,172.26,887.28,Tuff
4443.5,0.001,0.001,173.71,897.66,Tuff
4444,0.001,0.001,173.9,913.04,Tuff
4444.5,0.001,0.001,174.11,930.3,Tuff
4445,0.001,0.001,173.71,940.69,Tuff
4445.5,0.001,0.001,173.4,940.82,Tuff
4446,0.001,0.001,172.29,934.52,Tuff
4446.5,0.001,0.001,171.89,927.88,Tuff
4447,0.001,0.001,171.45,921.56,Tuff
4447.5,0.001,0.001,171.29,914.19,Tuff
4448,0.001,0.001,170.73,909.94,Tuff
4448.5,0.001,0.001,170.96,909.23,Tuff
4449,0.001,0.001,173.09,913.54,Tuff
4449.5,0.001,0.001,175.93,918.02,Tuff
4450,0.001,0.001,177,922.76,Tuff
4450.5,0.001,0.001,174.95,926.33,Tuff
4451,0.001,0.001,171.63,929.63,Tuff
4451.5,0.001,0.001,168.97,937.02,Tuff
4452,0.001,0.001,167.9,950.6,Tuff
4452.5,0.001,0.001,167.77,967.06,Tuff
4453,0.001,0.001,168.9,975.1,Tuff
4453.5,0.001,0.001,171.67,969.36,Tuff
4454,0.001,0.001,175.56,955.25,Tuff
4454.5,0.001,0.001,178.76,942.02,Tuff
4455,0.001,0.001,178.72,933.18,Tuff
4455.5,0.001,0.001,176,928.44,Tuff
4456,0.001,0.001,172.95,929.87,Tuff
4456.5,0.001,0.001,172.34,941.98,Tuff
4457,0.001,0.001,173.61,962.45,Tuff
4457.5,0.001,0.001,174.45,981.92,Tuff
4458,0.001,0.001,173.59,990.95,Tuff
4458.5,0.001,0.001,171.95,986.96,Tuff
4459,0.001,0.001,169.82,973.59,Tuff
4459.5,0.001,0.001,167.93,952.51,Tuff
4460,0.001,0.001,165.9,924.73,Tuff
4460.5,0.001,0.001,165.34,898.07,Tuff
4461,0.001,0.001,165.98,886.64,Tuff
4461.5,0.001,0.001,167.83,896.94,Tuff
4462,0.001,0.001,170.44,918.42,Tuff
4462.5,0.001,0.001,174.14,938.62,Tuff
4463,0.001,0.001,178.35,957.06,Tuff
4463.5,0.001,0.001,181.4,979.64,Tuff
4464,0.001,0.001,183.28,1007.1,Tuff
4464.5,0.001,0.001,185.44,1033.85,Tuff
4465,0.001,0.001,188.32,1053.89,Tuff
4465.5,0.001,0.001,188.95,1062.03,Tuff
4466,0.001,0.001,184.91,1057.16,Tuff
4466.5,0.001,0.001,178.15,1046.98,Tuff
4467,0.001,0.001,172.92,1041.12,Tuff
4467.5,0.001,0.001,171.26,1044.74,Tuff
4468,0.001,0.001,171.92,1053.93,Tuff
4468.5,0.001,0.001,172.73,1066.1,Tuff
4469,0.001,0.001,173.48,1074.89,Tuff
4469.5,0.001,0.001,174.29,1074.79,Tuff
4470,0.001,0.001,174.68,1060.04,Tuff
4470.5,0.001,0.001,174.55,1036.12,Tuff
4471,0.001,0.001,175.16,1014.8,Tuff
4471.5,0.001,0.001,178,1004.51,Tuff
4472,0.001,0.001,181.14,1003.21,Tuff
4472.5,0.001,0.001,182.43,1003.06,Tuff
4473,0.001,0.001,181.14,1000.92,Tuff
4473.5,0.001,0.001,179.39,998.15,Tuff
4474,0.001,0.001,177.76,996.12,Tuff
4474.5,0.001,0.001,176.08,992.91,Tuff
4475,0.001,0.001,174.43,983.64,Tuff
4475.5,0.001,0.001,173.33,966.94,Tuff
4476,0.001,0.001,174.61,951.49,Tuff
4476.5,0.001,0.001,177.49,950.8,Tuff
4477,0.001,0.001,180.77,966.61,Tuff
4477.5,0.001,0.001,181.29,984.48,Tuff
4478,0.001,0.001,178.62,990.91,Tuff
4478.5,0.001,0.001,174.49,990,Tuff
4479,0.001,0.001,171.32,991.95,Tuff
4479.5,0.001,0.001,169.58,998.34,Tuff
4480,0.001,0.001,168.73,1003.15,Tuff
4480.5,0.001,0.001,169.66,1003.21,Tuff
4481,0.001,0.001,172.3,1002.4,Tuff
4481.5,0.001,0.001,175.22,1000.7,Tuff
4482,0.001,0.001,175.28,996.95,Tuff
4483.5,0.001,0.001,165.61,974.67,Tuff
4484,0.001,0.001,163.92,977.15,Tuff
4484.5,0.001,0.001,164.24,985.58,Tuff
4485,0.001,0.001,165.6,994.61,Tuff
4485.5,0.001,0.001,167.08,1000.6,Tuff
4486,0.001,0.001,168.29,1003.82,Tuff
4486.5,0.001,0.001,169.26,1007.76,Tuff
4487,0.001,0.001,169.96,1013.79,Tuff
4487.5,0.001,0.001,170.44,1021.53,Tuff
4488,0.001,0.001,171.24,1025.59,Tuff
4488.5,0.001,0.001,171.97,1022.35,Tuff
4489,0.001,0.001,171.39,1012.47,Tuff
4489.5,0.001,0.001,169.68,1002.63,Tuff
4490,0.001,0.001,168.66,998.56,Tuff
4490.5,0.001,0.001,169.24,999.87,Tuff
4491,0.001,0.001,169.98,1007.2,Tuff
4491.5,0.001,0.001,170.12,1019.41,Tuff
4492,0.001,0.001,171.47,1032.91,Tuff
4492.5,0.001,0.001,174.58,1039.21,Tuff
4493,0.001,0.001,178.68,1034.77,Tuff
4493.5,0.001,0.001,181.98,1025.93,Tuff
4494,0.001,0.001,184.28,1022.2,Tuff
4494.5,0.001,0.001,184.54,1029.27,Tuff
4495,0.001,0.001,182.35,1041.73,Tuff
4495.5,0.001,0.001,179.46,1051.46,Tuff
4496,0.001,0.001,177.88,1053.33,Tuff
4496.5,0.001,0.001,178.29,1049.7,Tuff
4497,0.001,0.001,178.96,1045.94,Tuff
4497.5,0.001,0.001,178.62,1046.81,Tuff
4498,0.001,0.001,176.82,1052.35,Tuff
4498.5,0.001,0.001,174.98,1056.19,Tuff
4499,0.001,0.001,173.74,1049.8,Tuff
4499.5,0.001,0.001,172.6,1029.57,Tuff
4500,0.001,0.001,170.78,1002.77,Tuff
4500.5,0.001,0.001,169.03,979.06,Tuff
4501,0.001,0.001,170,966.55,Tuff
4501.5,0.001,0.001,174.57,965.57,Tuff
4502,0.001,0.001,180.85,972.84,Tuff
4502.5,0.001,0.001,184.68,985.3,Tuff
4503,0.001,0.001,184.18,998.28,Tuff
4503.5,0.001,0.001,181.07,1004.99,Tuff
4504,0.001,0.001,177.68,994.7,Tuff
4504.5,0.001,0.001,174.29,963.76,Tuff
4505,0.001,0.001,169.98,922.9,Tuff
4505.5,0.001,0.001,165.98,888.91,Tuff
4506,0.001,0.001,162.98,876.33,Tuff
4506.5,0.001,0.001,161.62,884.66,Tuff
4507,0.001,0.001,161.23,905.99,Tuff
4507.5,0.001,0.001,162.03,927.04,Tuff
4508,0.001,0.001,162.94,941.39,Tuff
4508.5,0.001,0.001,162.9,951.11,Tuff
4509,0.001,0.001,162.13,961.71,Tuff
4509.5,0.001,0.001,161.84,971.83,Tuff
4510,0.001,0.001,162.52,973.72,Tuff
4510.5,0.001,0.001,163.72,964.25,Tuff
4511,0.001,0.001,165.23,949.39,Tuff
4511.5,0.001,0.001,167.22,940.77,Tuff
4512,0.001,0.001,169.12,944.27,Tuff
4512.5,0.001,0.001,170.38,960.46,Tuff
4513,0.001,0.001,170.66,982.46,Tuff
4513.5,0.001,0.001,171.66,999.01,Tuff
4514,0.001,0.001,173.47,997.75,Tuff
4514.5,0.001,0.001,175.56,976.74,Tuff
4515,0.001,0.001,175.73,949.66,Tuff
4515.5,0.001,0.001,174.68,934.99,Tuff
4516,0.001,0.001,173.38,941.75,Tuff
4516.5,0.001,0.001,173.62,969.02,Tuff
4517,0.001,0.001,175.1,1009.63,Tuff
4517.5,0.001,0.001,177.34,1053.94,Tuff
4518,0.001,0.001,178.36,1088.97,Tuff
4518.5,0.001,0.001,177.95,1107.85,Tuff
4519,0.001,0.001,176.81,1111.41,Tuff
4519.5,0.001,0.001,176.43,1103.29,Tuff
4520,0.001,0.001,176.61,1086.21,Tuff
4520.5,0.001,0.001,175.87,1066.03,Tuff
4521,0.001,0.001,173.32,1047.54,Tuff
4521.5,0.001,0.001,168.3,1032.42,Tuff
4522,0.001,0.001,161.72,1013.3,Tuff
4522.5,0.001,0.001,155.16,982.25,Tuff
4523,0.001,0.001,149.75,939.16,Tuff
4523.5,0.001,0.001,146.23,893.28,Tuff
4524,0.001,0.001,144.29,859.8,Tuff
4524.5,0.001,0.001,143.94,844.73,Tuff
4525,0.001,0.001,144.51,844.48,Tuff
4525.5,0.001,0.001,144.71,851.99,Tuff
4526,0.001,0.001,144.76,863.28,Tuff
4526.5,0.001,0.001,145.14,879.41,Tuff
4527,0.001,0.001,146.54,899.52,Tuff
4527.5,0.001,0.001,147.73,914.95,Tuff
4528,0.001,0.001,147.74,918.95,Tuff
4528.5,0.001,0.001,147.17,917.91,Tuff
4529,0.001,0.001,148.22,927.03,Tuff
4529.5,0.001,0.001,151.33,949.25,Tuff
4530,0.001,0.001,154.38,970.31,Tuff
4530.5,0.001,0.001,154.75,979.38,Tuff
4531,0.001,0.001,152.8,977.13,Tuff
4531.5,0.001,0.001,150.63,965.82,Tuff
4532,0.001,0.001,149.55,945.8,Tuff
4532.5,0.001,0.001,148.96,923,Tuff
4533,0.001,0.001,149.38,912.2,Tuff
4533.5,0.001,0.001,151.87,922.45,Tuff
4534,0.001,0.001,156.85,948.14,Tuff
4534.5,0.001,0.001,161.85,976.04,Tuff
4535,0.001,0.001,164.47,998.69,Tuff
4535.5,0.001,0.001,165.76,1017.4,Tuff
4536,0.001,0.001,167.59,1035.19,Tuff
4536.5,0.001,0.001,170.58,1051.59,Tuff
4537,0.001,0.001,173.84,1065.07,Tuff
4537.5,0.001,0.001,177.81,1075.67,Tuff
4538,0.001,0.001,182.84,1082.2,Tuff
4538.5,0.001,0.001,187.58,1081.8,Tuff
4539,0.001,0.001,192.54,1072.74,Tuff
4539.5,0.001,0.001,200.14,1055.61,Tuff
4540,0.001,0.001,210.78,1035.99,Tuff
4540.5,0.001,0.001,218.97,1025.44,Tuff
4541,0.001,0.001,218.25,1034.01,Tuff
4541.5,0.001,0.001,208.36,1059.9,Tuff
4542,0.001,0.001,194.42,1086.6,Tuff
4542.5,0.001,0.001,183.75,1097.49,Tuff
4543,0.001,0.001,178.2,1087.96,Tuff
4543.5,0.001,0.001,177.09,1065.06,Tuff
4544,0.001,0.001,177.51,1041.38,Tuff
4544.5,0.001,0.001,177.98,1030.41,Tuff
4545,0.001,0.001,177.76,1041.09,Tuff
4545.5,0.001,0.001,176.39,1071.8,Tuff
4546,0.001,0.001,175.19,1106.68,Tuff
4546.5,0.001,0.001,175.16,1129.49,Tuff
4547,0.001,0.001,176.71,1134.39,Tuff
4547.5,0.001,0.001,177.56,1125.24,Tuff
4548,0.001,0.001,174.95,1104.94,Tuff
4548.5,0.001,0.001,168.55,1077.1,Tuff
4549,0.001,0.001,161.55,1051.24,Tuff
4549.5,0.001,0.001,157.88,1034.3,Tuff
4550,0.001,0.001,157.87,1022.23,Tuff
4550.5,0.001,0.001,159.71,1003.69,Tuff
4551,0.001,0.001,161.51,977.85,Tuff
4551.5,0.001,0.001,163.65,953.83,Tuff
4552,0.001,0.001,165.79,935.84,Tuff
4552.5,0.001,0.001,167.49,922.42,Tuff
4553,0.001,0.001,167.06,911.68,Tuff
4553.5,0.001,0.001,165.01,909.88,Tuff
4554,0.001,0.001,162.79,920.79,Tuff
4554.5,0.001,0.001,162.44,937.06,Tuff
4555,0.001,0.001,163.74,945.42,Tuff
4555.5,0.001,0.001,164.81,937.54,Tuff
4556,0.001,0.001,164.59,926.32,Tuff
4556.5,0.001,0.001,162.83,933.77,Tuff
4557,0.001,0.001,160.93,970.89,Tuff
4557.5,0.001,0.001,159.85,1025.76,Tuff
4558,0.001,0.001,160.86,1077.28,Tuff
4558.5,0.001,0.001,164.22,1114.59,Tuff
4559,0.001,0.001,168.39,1135.91,Tuff
4559.5,0.001,0.001,172.22,1141.05,Tuff
4560,0.001,0.001,174.46,1130.96,Tuff
4560.5,0.001,0.001,175.57,1111.28,Tuff
4561,0.001,0.001,176.48,1090.71,Tuff
4561.5,0.001,0.001,177.5,1070.51,Tuff
4562,0.001,0.001,178.19,1049.41,Tuff
4562.5,0.001,0.001,176.86,1026.53,Tuff
4563,0.001,0.001,174.13,1005.29,Tuff
4563.5,0.001,0.001,171.29,984.04,Tuff
4564,0.001,0.001,168.82,960.96,Tuff
4564.5,0.001,0.001,165.98,941.76,Tuff
4565,0.001,0.001,162.95,937.68,Tuff
4565.5,0.001,0.001,161.62,957.08,Tuff
4566,0.001,0.001,163.02,990.11,Tuff
4566.5,0.001,0.001,166.03,1018.62,Tuff
4567,0.001,0.001,169.38,1028.26,Tuff
4567.5,0.001,0.001,171.47,1022.86,Tuff
4568,0.001,0.001,172.41,1016.22,Tuff
4568.5,0.001,0.001,171.99,1017.66,Tuff
4569,0.001,0.001,171.11,1026.84,Tuff
4569.5,0.001,0.001,170.07,1035,Tuff
4570,0.001,0.001,169.08,1030.07,Tuff
4570.5,0.001,0.001,168.08,1000.18,Tuff
4571,0.001,0.001,166.54,946.04,Tuff
4571.5,0.001,0.001,164.54,882.48,Tuff
4572,0.001,0.001,161.71,832.02,Tuff
4572.5,0.001,0.001,159.38,812.95,Tuff
4573,0.001,0.001,157.64,831.59,Tuff
4573.5,0.001,0.001,157.92,880.12,Tuff
4574,0.001,0.001,159.83,937.66,Tuff
4574.5,0.001,0.001,163.3,984.74,Tuff
4575,0.001,0.001,167.51,1012.13,Tuff
4575.5,0.001,0.001,170.84,1022.31,Tuff
4576,0.001,0.001,172.32,1020.11,Tuff
4576.5,0.001,0.001,171.48,1010.31,Tuff
4577,0.001,0.001,170.13,997.3,Tuff
4577.5,0.001,0.001,169.13,986.75,Tuff
4578,0.001,0.001,168.8,984.32,Tuff
4578.5,0.001,0.001,168.9,991.88,Tuff
4579,0.001,0.001,169.68,1007.75,Tuff
4579.5,0.001,0.001,171.03,1025.56,Tuff
4580,0.001,0.001,171.92,1038.62,Tuff
